OFFENSE_CODE,OFFENSE_CODE_GROUP,STREET
1402,Vandalism,GLENVILLE AVE
1501,Firearm Violations,COLUMBIA RD
3831,Motor Vehicle Accident Response,KENWOOD ST
2647,Other,TIBBETT'S TOWN WAY
3410,Towed,E SEVENTH ST
614,Larceny From Motor Vehicle,CHASE ST
613,Larceny,WASHINGTON ST
617,Larceny,PARK DR
301,Robbery,BOYLSTON ST
3115,Investigate Person,WASHINGTON ST
613,Larceny,WASHINGTON ST
801,Simple Assault,WASHINGTON ST
1402,Vandalism,JERSEY ST
3114,Investigate Property,WASHINGTON ST
619,Larceny,WASHINGTON ST
3201,Property Lost,WARREN ST
3114,Investigate Property,BRIGHTON AVE
3410,Towed,WAYNE ST
614,Larceny From Motor Vehicle,TALBOT AVE
1402,Vandalism,TALBOT AVE
2647,Other,AMERICAN LEGION HWY
3115,Investigate Person,DORCHESTER AVE
3831,Motor Vehicle Accident Response,COMMONWEALTH AVE
3410,Towed,BEAUFORT RD
724,Auto Theft,HARMON ST
3114,Investigate Property,HARMON ST
3006,Medical Assistance,WASHINGTON ST
3301,Verbal Disputes,SMITH ST
3820,Motor Vehicle Accident Response,BAKER ST
520,Residential Burglary,SILVER ST
2007,Restraining Order Violations,PARK ST
3410,Towed,CITY SQ
3115,Investigate Person,BEACON ST
3018,Medical Assistance,BEACON ST
616,Larceny,MARLBOROUGH ST
3802,Motor Vehicle Accident Response,FLORIAN ST
706,Auto Theft,LORING ST
1805,Drug Violation,ADAMS ST
2647,Other,EVERETT ST
1402,Vandalism,LINCOLN ST
3410,Towed,MONASTERY RD
3410,Towed,SCHUYLER ST
520,Residential Burglary,GARDNER ST
3006,Medical Assistance,WALDECK ST
614,Larceny From Motor Vehicle,UNION PARK ST
3831,Motor Vehicle Accident Response,WHITTEN ST
2405,Disorderly Conduct,NORFOLK AVE
3006,Medical Assistance,WILLIAMS ST
2906,Violations,TREMONT ST
3002,Medical Assistance,ELM ST
3125,Warrant Arrests,AGASSIZ RD
1402,Vandalism,GARFIELD AVE
3114,Investigate Property,GARFIELD AVE
619,Larceny,VARNEY ST
3114,Investigate Property,CENTRAL SQ
614,Larceny From Motor Vehicle,CONGRESS ST
1402,Vandalism,A ST
3114,Investigate Property,COMMONWEALTH AVE
614,Larceny From Motor Vehicle,TYLER ST
3410,Towed,NEW ENGLAND AVE
3831,Motor Vehicle Accident Response,BATTERY ST
3301,Verbal Disputes,GURNEY ST
614,Larceny From Motor Vehicle,CORONA ST
1402,Vandalism,CORONA ST
735,Auto Theft Recovery,WELLINGTON HILL ST
3006,Medical Assistance,SPENCER ST
614,Larceny From Motor Vehicle,TYLER ST
3130,Search Warrants,ADAMS ST
301,Robbery,ESSEX ST
413,Aggravated Assault,MCLELLAN ST
301,Robbery,HARRISON AVE
1831,Drug Violation,
614,Larceny From Motor Vehicle,SHAWMUT AVE
1402,Vandalism,SHAWMUT AVE
3115,Investigate Person,FALKLAND ST
724,Auto Theft,GOLD ST
802,Simple Assault,CAMDEN ST
1846,Drug Violation,CAMDEN ST
2610,Other,CAMDEN ST
617,Larceny,PILGRIM RD
3115,Investigate Person,SAINT STEPHEN ST
301,Robbery,
3006,Medical Assistance,NEW SUDBURY ST
3006,Medical Assistance,WARREN ST
3301,Verbal Disputes,ERNST ST
3301,Verbal Disputes,W DEDHAM ST
802,Simple Assault,ALBANY ST
3830,Motor Vehicle Accident Response,DORCHESTER AVE
3006,Medical Assistance,WASHINGTON ST
1830,Drug Violation,SARATOGA ST
3115,Investigate Person,ROCKDALE ST
3410,Towed,MORTON ST
3114,Investigate Property,WESTVILLE ST
3114,Investigate Property,BEVERLY ST
2905,Violations,
3831,Motor Vehicle Accident Response,BLUE HILL AVE
802,Simple Assault,WASHINGTON ST
3802,Motor Vehicle Accident Response,COPELAND ST
3115,Investigate Person,STRATHMORE RD
3006,Medical Assistance,LONGFELLOW PL
3301,Verbal Disputes,MARION ST
614,Larceny From Motor Vehicle,SUMMER ST
522,Residential Burglary,ASHFORD CT
413,Aggravated Assault,COLUMBUS AVE
3006,Medical Assistance,COURT ST
3114,Investigate Property,MOUNT PLEASANT AVE
3301,Verbal Disputes,EVERTON ST
3109,Police Service Incidents,EVERTON ST
3006,Medical Assistance,BRIGHTON AVE
521,Residential Burglary,BOWEN ST
111,Homicide,W EAGLE ST
3125,Warrant Arrests,W EAGLE ST
1402,Vandalism,EUSTON RD
301,Robbery,
3007,Medical Assistance,VICTORY RD
301,Robbery,SAVIN HILL AVE
3112,Landlord/Tenant Disputes,BLUE HILL AVE
3301,Verbal Disputes,DEERING RD
3115,Investigate Person,FERNDALE ST
619,Larceny,BEACH ST
619,Larceny,CENTRE ST
2907,Violations,GLENWAY ST
3201,Property Lost,B ST
802,Simple Assault,TEMPLE PL
619,Larceny,TEMPLE PL
423,Aggravated Assault,FARNHAM ST
3006,Medical Assistance,CENTRE ST
3115,Investigate Person,JENKINS ST
3831,Motor Vehicle Accident Response,W BROADWAY
3301,Verbal Disputes,GEORGETOWNE DR
3109,Police Service Incidents,MARTIN LUTHER KING JR BLV
3115,Investigate Person,COFFEY ST
3501,Missing Person Reported,SOUTH ST
3502,Missing Person Located,SOUTH ST
3410,Towed,FOLLEN ST
3006,Medical Assistance,BRIGHTON AVE
3006,Medical Assistance,DORCHESTER AVE
3301,Verbal Disputes,DORCHESTER AVE
802,Simple Assault,DITMUS CT
301,Robbery,DITMUS CT
3501,Missing Person Reported,CENTRE ST
3801,Motor Vehicle Accident Response,QUINCY ST
3114,Investigate Property,BORDER ST
3410,Towed,E SIXTH ST
3301,Verbal Disputes,JOSEPHINE ST
3503,Missing Person Located,HUMPHREYS PL
2610,Other,SUMMER ST
3831,Motor Vehicle Accident Response,BABCOCK ST
3502,Missing Person Located,KNIGHT ST
617,Larceny,WORCESTER SQ
616,Larceny,MOUNTFORT ST
3207,Property Found,HYDE PARK AVE
3301,Verbal Disputes,WAYLAND ST
802,Simple Assault,DORCHESTER AVE
613,Larceny,WALK HILL ST
2629,Harassment,DORCHESTER AVE
617,Larceny,DORCHESTER AVE
1402,Vandalism,NEWLAND ST
3831,Motor Vehicle Accident Response,NEWBURY ST
3006,Medical Assistance,RHODA ST
802,Simple Assault,DUDLEY ST
613,Larceny,FANEUIL HALL MARKETPLACE
3502,Missing Person Located,KERWIN ST
3108,Fire Related Reports,ALLSTON ST
615,Larceny From Motor Vehicle,KEMBLE ST
2647,Other,HANCOCK ST
3301,Verbal Disputes,HANCOCK ST
619,Larceny,NEWBURG ST
3114,Investigate Property,HYDE PARK AVE
802,Simple Assault,NORTON ST
3114,Investigate Property,HYDE PARK AVE
1849,Drug Violation,SUMMER ST
3830,Motor Vehicle Accident Response,
3006,Medical Assistance,CASS ST
3125,Warrant Arrests,RUGGLES ST
361,Robbery,NORTHERN AVE
3006,Medical Assistance,TREMONT ST
617,Larceny,HUNTINGTON AVE
802,Simple Assault,FRANKLIN ST
3831,Motor Vehicle Accident Response,MASSACHUSETTS AVE
2647,Other,WOODROW AVE
3201,Property Lost,SUMMER ST
619,Larceny,WASHINGTON ST
1841,Drug Violation,ALBANY ST
1842,Drug Violation,ALBANY ST
1805,Drug Violation,ALBANY ST
1402,Vandalism,RUTLEDGE ST
3006,Medical Assistance,
617,Larceny,MONUMENT AVE
3201,Property Lost,HARBORSIDE DR
2610,Other,N WASHINGTON ST
1300,Recovered Stolen Property,N WASHINGTON ST
3115,Investigate Person,WOOLSON ST
802,Simple Assault,LINDEN ST
617,Larceny,MAPLE LEAF DR
3831,Motor Vehicle Accident Response,HARRISON AVE
3006,Medical Assistance,NORTHAMPTON ST
2647,Other,CHISWICK RD
3803,Motor Vehicle Accident Response,COLUMBUS AVE
3115,Investigate Person,GEORGETOWNE DR
3811,Motor Vehicle Accident Response,COMMONWEALTH AVE
3201,Property Lost,DUDLEY ST
3201,Property Lost,NORTHAMPTON ST
2003,Offenses Against Child / Family,FOREST HILLS ST
413,Aggravated Assault,BLUE HILL AVE
1402,Vandalism,BLUE HILL AVE
617,Larceny,NORTHAMPTON ST
3831,Motor Vehicle Accident Response,DORCHESTER AVE
3301,Verbal Disputes,COLUMBIA RD
3201,Property Lost,HAVRE ST
3207,Property Found,AVONDALE ST
3201,Property Lost,HUNTINGTON AVE
617,Larceny,LYNDEBORO ST
614,Larceny From Motor Vehicle,SUNSET ST
617,Larceny,DORCHESTER AVE
1402,Vandalism,MARION ST
3109,Police Service Incidents,PARK ST
617,Larceny,SCHOOL ST
3114,Investigate Property,DAVISON ST
3831,Motor Vehicle Accident Response,HARRISON AVE
1402,Vandalism,WOODROW AVE
802,Simple Assault,BROOKLINE AVE
3114,Investigate Property,CENTRE ST
614,Larceny From Motor Vehicle,E INDIA ROW
3203,Firearm Discovery,E INDIA ROW
613,Larceny,NEWBURY ST
616,Larceny,MASSACHUSETTS AVE
3115,Investigate Person,MASSACHUSETTS AVE
617,Larceny,MASSACHUSETTS AVE
3008,Medical Assistance,VFW PKWY
3114,Investigate Property,JERSEY ST
2906,Violations,MALCOLM X BLVD
2907,Violations,MALCOLM X BLVD
3109,Police Service Incidents,MALCOLM X BLVD
1402,Vandalism,HARRISON AVE
3114,Investigate Property,BOWDOIN SQ
2647,Other,BOWDOIN SQ
1402,Vandalism,TREMONT ST
3831,Motor Vehicle Accident Response,AMERICAN LEGION HWY
3831,Motor Vehicle Accident Response,EXETER ST
3006,Medical Assistance,N BEACON ST
619,Larceny,COMMONWEALTH AVE
3109,Police Service Incidents,GLENWAY ST
802,Simple Assault,ROSSETER ST
611,Larceny,WALDEMAR AVE
3125,Warrant Arrests,TREMONT ST
3502,Missing Person Located,FRUIT ST
3115,Investigate Person,PHIPPS ST
1402,Vandalism,W TREMLETT ST
735,Auto Theft Recovery,WESTERN AVE
423,Aggravated Assault,
802,Simple Assault,
2403,Disorderly Conduct,
1842,Drug Violation,THEODORE A GLYNN WAY
3115,Investigate Person,RUTLAND ST
619,Larceny,TYLER ST
614,Larceny From Motor Vehicle,HAMILTON ST
2900,Other,ANTWERP ST
3125,Warrant Arrests,GROTTO GLEN RD
3115,Investigate Person,BLUE HILL AVE
3201,Property Lost,DORCHESTER AVE
613,Larceny,HYDE PARK AVE
3115,Investigate Person,MERIDIAN ST
3803,Motor Vehicle Accident Response,DAY ST
3006,Medical Assistance,MASSACHUSETTS AVE
802,Simple Assault,PARK ST
2629,Harassment,MASSACHUSETTS AVE
1001,Counterfeiting,TREMONT ST
3170,Other,
3831,Motor Vehicle Accident Response,BEAVER PL
301,Robbery,HARRISON AVE
413,Aggravated Assault,HARRISON AVE
2007,Restraining Order Violations,PEARL ST
1402,Vandalism,COLUMBUS AVE
613,Larceny,CAMBRIDGE ST
3410,Towed,SAXTON ST
3114,Investigate Property,EMERY RD
3802,Motor Vehicle Accident Response,BELLVISTA RD
3115,Investigate Person,MILDRED AVE
3006,Medical Assistance,DIMOCK ST
1102,Fraud,GIBSON ST
3821,Motor Vehicle Accident Response,FULDA ST
3831,Motor Vehicle Accident Response,BOYLSTON ST
614,Larceny From Motor Vehicle,QUINCY ST
3115,Investigate Person,RIVER ST
1102,Fraud,MARLBOROUGH ST
1810,Drug Violation,W BROADWAY
3125,Warrant Arrests,WASHINGTON ST
613,Larceny,WASHINGTON ST
3410,Towed,CHESTNUT HILL AVE
1402,Vandalism,BLOSSOM ST
706,Auto Theft,BARDWELL ST
3802,Motor Vehicle Accident Response,CONDOR ST
2905,Violations,CONDOR ST
3115,Investigate Person,STIMSON ST
3006,Medical Assistance,GIBSON ST
3831,Motor Vehicle Accident Response,COMMONWEALTH AVE
3201,Property Lost,KENRICK ST
3106,Property Related Damage,WASHINGTON ST
3831,Motor Vehicle Accident Response,EVERDEAN ST
1106,Confidence Games,WASHINGTON ST
1848,Drug Violation,WASHINGTON ST
1001,Counterfeiting,CAMBRIDGE ST
1106,Confidence Games,FAYSTON ST
3006,Medical Assistance,EDGE HILL ST
3201,Property Lost,WASHINGTON ST
3831,Motor Vehicle Accident Response,BEACON ST
1107,Fraud,DEWEY ST
3006,Medical Assistance,WASHINGTON ST
1402,Vandalism,WASHINGTON ST
3006,Medical Assistance,LAGRANGE ST
1102,Fraud,GROVE ST
3006,Medical Assistance,AUSTIN ST
3115,Investigate Person,WORCESTER SQ
3201,Property Lost,WASHINGTON ST
1402,Vandalism,GENEVA AVE
3402,Service,WOODGLEN RD
3410,Towed,CANTERBURY ST
616,Larceny,BOYLSTON ST
1402,Vandalism,H ST
619,Larceny,MERCER ST
3807,Motor Vehicle Accident Response,HANOVER ST
3207,Property Found,WESTWIND RD
3831,Motor Vehicle Accident Response,FERNBORO ST
3201,Property Lost,HARRISON AVE
3301,Verbal Disputes,HARRISON AVE
3410,Towed,MONUMENT SQ
3109,Police Service Incidents,COHASSET ST
3006,Medical Assistance,FARNSWORTH ST
613,Larceny,RIVER ST
3501,Missing Person Reported,WASHINGTON ST
3502,Missing Person Located,WASHINGTON ST
2010,HOME INVASION,GARFIELD AVE
3114,Investigate Property,GARFIELD AVE
371,Robbery,GARFIELD AVE
3301,Verbal Disputes,WESTWIND RD
3109,Police Service Incidents,OLD COLONY AVE
3115,Investigate Person,DEERING RD
3301,Verbal Disputes,KEEGAN ST
3115,Investigate Person,LINDEN ST
3802,Motor Vehicle Accident Response,SAINT ALPHONSUS ST
724,Auto Theft,HINCKLEY ST
1402,Vandalism,WASHINGTON ST
1001,Counterfeiting,WASHINGTON ST
614,Larceny From Motor Vehicle,DUDLEY ST
3831,Motor Vehicle Accident Response,BLUE HILL AVE
3006,Medical Assistance,JOHN F. FITZGERALD SURFAC
3125,Warrant Arrests,DAYTON ST
521,Residential Burglary,DAYTON ST
2629,Harassment,DAYTON ST
3410,Towed,CHARTER ST
3301,Verbal Disputes,RIVER ST
3125,Warrant Arrests,ALLSTATE RD
802,Simple Assault,E EIGHTH ST
3301,Verbal Disputes,E BROOKLINE ST
614,Larceny From Motor Vehicle,PREBLE ST
1402,Vandalism,PREBLE ST
1300,Recovered Stolen Property,DORCHESTER AVE
1503,Firearm Violations,DORCHESTER AVE
801,Simple Assault,DORCHESTER AVE
802,Simple Assault,WILKINS PL
3201,Property Lost,CENTRE ST
2629,Harassment,GREEN ST
3115,Investigate Person,JOSEPHINE ST
1846,Drug Violation,MAIN ST
3831,Motor Vehicle Accident Response,NORTHAMPTON ST
617,Larceny,WOODLAWN ST
3006,Medical Assistance,MASSACHUSETTS AVE
3807,Motor Vehicle Accident Response,N GROVE ST
613,Larceny,DORCHESTER AVE
3115,Investigate Person,OAKCREST RD
3006,Medical Assistance,FARNSWORTH ST
3410,Towed,E BROADWAY
3831,Motor Vehicle Accident Response,L ST
1402,Vandalism,ADAMS ST
2900,Other,WASHINGTON ST
3125,Warrant Arrests,WASHINGTON ST
3201,Property Lost,HOWARD AVE
3114,Investigate Property,STUART ST
2907,Violations,FREEPORT ST
2900,Other,FREEPORT ST
3831,Motor Vehicle Accident Response,SEAPORT BLVD
3410,Towed,W SIXTH ST
522,Residential Burglary,NEVADA ST
3001,Medical Assistance,BORDER ST
3410,Towed,COMMONWEALTH AVE
2647,Other,W BROADWAY
3802,Motor Vehicle Accident Response,BEACON ST
3803,Motor Vehicle Accident Response,BEACON ST
2629,Harassment,VALENTINE ST
3201,Property Lost,FANEUIL HALL MARKETPLACE
617,Larceny,TALBOT AVE
3410,Towed,COMMONWEALTH AVE
1102,Fraud,HARLEM ST
2905,Violations,MALCOLM X BLVD
3125,Warrant Arrests,BRUNSWICK ST
3410,Towed,LAWRENCE AVE
3831,Motor Vehicle Accident Response,CUMMINS HWY
3006,Medical Assistance,BLUE HILL AVE
619,Larceny,MOUNTAIN AVE
3802,Motor Vehicle Accident Response,HARVARD ST
2657,Other,TREMONT ST
3114,Investigate Property,WASHINGTON ST
3201,Property Lost,TREMONT ST
616,Larceny,SOUTHAMPTON ST
1402,Vandalism,BROOKLEY RD
3114,Investigate Property,TRUMAN PKWY
619,Larceny,ISLAND ST
3831,Motor Vehicle Accident Response,MEDFORD ST
3831,Motor Vehicle Accident Response,CONDOR ST
3201,Property Lost,NEPONSET AVE
3006,Medical Assistance,BOSTONIA AVE
3802,Motor Vehicle Accident Response,DUDLEY ST
3301,Verbal Disputes,FENWAY
3114,Investigate Property,HUNTINGTON AVE
2662,Ballistics,CHESTNUT AVE
3114,Investigate Property,
3109,Police Service Incidents,SOLDIERS FIELD PL
2101,Operating Under the Influence,SOLDIERS FIELD PL
3410,Towed,SOLDIERS FIELD PL
2647,Other,BLUE HILL AVE
1402,Vandalism,FIRTH RD
3115,Investigate Person,TROTTER CT
423,Aggravated Assault,CAMBRIDGE ST
1846,Drug Violation,CAMBRIDGE ST
3503,Missing Person Located,VINE ST
3831,Motor Vehicle Accident Response,BLUE HILL AVE
3115,Investigate Person,
2629,Harassment,PETERBOROUGH ST
3006,Medical Assistance,SAXTON ST
1402,Vandalism,MAVERICK SQ
423,Aggravated Assault,MAVERICK SQ
802,Simple Assault,MAGNOLIA ST
1402,Vandalism,FESSENDEN ST
2629,Harassment,NORFOLK AVE
3502,Missing Person Located,ALLEGHANY ST
3803,Motor Vehicle Accident Response,RESERVATION RD
3410,Towed,RESERVATION RD
3114,Investigate Property,MALLARD AVE
3160,Fire Related Reports,RIVER ST
1402,Vandalism,CENTRE ST
2647,Other,AMERICAN LEGION HWY
2647,Other,DORCHESTER AVE
802,Simple Assault,WHITFIELD ST
1402,Vandalism,PIEDMONT ST
724,Auto Theft,LIVERPOOL ST
2610,Other,LIVERPOOL ST
542,Commercial Burglary,LIVERPOOL ST
1402,Vandalism,WALDEMAR AVE
3115,Investigate Person,HANCOCK ST
1845,Drug Violation,SOUTHAMPTON ST
3115,Investigate Person,SOUTHAMPTON ST
2900,Other,SOUTHAMPTON ST
706,Auto Theft,JOY ST
613,Larceny,CHARLES ST
3006,Medical Assistance,S BREMEN ST
413,Aggravated Assault,AMERICAN LEGION HWY
3410,Towed,E SIXTH ST
3111,License Violation,NEPONSET AVE
3006,Medical Assistance,FRANKLIN ST
2610,Other,MILK ST
3115,Investigate Person,LIVERMORE ST
2900,Other,HUMBOLDT AVE
2905,Violations,HUMBOLDT AVE
3018,Medical Assistance,WASHINGTON ST
3205,License Plate Related Incidents,MARINA PARK DR
3802,Motor Vehicle Accident Response,BERKELEY ST
3831,Motor Vehicle Accident Response,HOLLANDER ST
802,Simple Assault,COLUMBIA RD
1810,Drug Violation,DANUBE ST
1843,Drug Violation,DANUBE ST
1849,Drug Violation,DANUBE ST
3111,License Violation,GRANITE AVE
724,Auto Theft,BOWDOIN ST
522,Residential Burglary,THEODORE ST
802,Simple Assault,DORCHESTER AVE
3410,Towed,MOODY ST
3115,Investigate Person,CHISHOLM RD
3006,Medical Assistance,KINGSTON ST
3301,Verbal Disputes,MESHAKA ST
3115,Investigate Person,STANLEY ST
1102,Fraud,CHESTNUT AVE
3201,Property Lost,SUMMER ST
1402,Vandalism,HYDE PARK AVE
724,Auto Theft,TUTTLE ST
3502,Missing Person Located,GREENVILLE ST
1842,Drug Violation,HARRISON AVE
3125,Warrant Arrests,HARRISON AVE
1300,Recovered Stolen Property,RIVER ST
1001,Counterfeiting,RIVER ST
423,Aggravated Assault,KILMARNOCK ST
802,Simple Assault,KILMARNOCK ST
613,Larceny,KILMARNOCK ST
3301,Verbal Disputes,HUMBOLDT AVE
3410,Towed,WHITCOMB AVE
3802,Motor Vehicle Accident Response,DORCHESTER AVE
614,Larceny From Motor Vehicle,PATTERSON ST
3006,Medical Assistance,TREMONT ST
614,Larceny From Motor Vehicle,SOUTH ST
2005,Offenses Against Child / Family,BALLOU AVE
3125,Warrant Arrests,NEW SUDBURY ST
3410,Towed,HAROLD ST
2907,Violations,HAROLD ST
2906,Violations,HAROLD ST
3831,Motor Vehicle Accident Response,CLARKSON ST
3115,Investigate Person,RIVER ST
3125,Warrant Arrests,WARREN ST
724,Auto Theft,REV RICHARD A BURKE ST
3410,Towed,MAGNOLIA ST
3821,Motor Vehicle Accident Response,ELLERY ST
3207,Property Found,HARRISON AVE
1402,Vandalism,BLUE HILL AVE
3006,Medical Assistance,WASHINGTON ST
3006,Medical Assistance,ALLERTON ST
3410,Towed,CUMMINS HWY
614,Larceny From Motor Vehicle,CARMEN ST
614,Larceny From Motor Vehicle,SOUTHAMPTON ST
3115,Investigate Person,HALLET ST
3115,Investigate Person,ORIENT AVE
3802,Motor Vehicle Accident Response,LENOX ST
3831,Motor Vehicle Accident Response,ADAMS ST
3001,Medical Assistance,SARATOGA ST
3125,Warrant Arrests,TREMONT ST
2905,Violations,TREMONT ST
2900,Other,TREMONT ST
3410,Towed,TREMONT ST
3802,Motor Vehicle Accident Response,MALCOLM X BLVD
616,Larceny,ROWES WHRF
3114,Investigate Property,HOMESTEAD ST
542,Commercial Burglary,PARK DR
1402,Vandalism,HARRISON AVE
3006,Medical Assistance,ISLAND ST
614,Larceny From Motor Vehicle,BLUE HILL AVE
3831,Motor Vehicle Accident Response,WASHINGTON ST
1102,Fraud,HAMMOND ST
2905,Violations,HAMMOND ST
614,Larceny From Motor Vehicle,BEACH ST
2604,Other,NEPONSET AVE
2629,Harassment,NEPONSET AVE
413,Aggravated Assault,SARATOGA ST
3803,Motor Vehicle Accident Response,DUNKELD ST
613,Larceny,COMMONWEALTH AVE
3114,Investigate Property,WESTVILLE ST
802,Simple Assault,SAGAMORE ST
1830,Drug Violation,HOWARD AVE
3801,Motor Vehicle Accident Response,WALNUT AVE
413,Aggravated Assault,GENEVA AVE
3201,Property Lost,GENEVA AVE
802,Simple Assault,GENEVA AVE
619,Larceny,STATE ST
3018,Medical Assistance,TREMONT ST
1001,Counterfeiting,HIGHLAND ST
3114,Investigate Property,COLUMBIA RD
3803,Motor Vehicle Accident Response,
3125,Warrant Arrests,BOWDOIN ST
520,Residential Burglary,BOWDOIN ST
802,Simple Assault,DEVON ST
3301,Verbal Disputes,NORWELL ST
1874,Drug Violation,CLARENDON ST
616,Larceny,CAMBRIDGE ST
2616,Other,DR. MICHAEL GAVIN WAY
724,Auto Theft,DR. MICHAEL GAVIN WAY
2907,Violations,DR. MICHAEL GAVIN WAY
3106,Property Related Damage,DR. MICHAEL GAVIN WAY
3802,Motor Vehicle Accident Response,LEYDEN ST
724,Auto Theft,CENTRE ST
3410,Towed,CENTRE ST
1402,Vandalism,E SIXTH ST
3201,Property Lost,ATHELWOLD ST
2657,Other,TALBOT AVE
614,Larceny From Motor Vehicle,CHELSEA ST
3115,Investigate Person,MICHELANGELO ST
3802,Motor Vehicle Accident Response,WINFIELD ST
802,Simple Assault,TREMONT ST
2405,Disorderly Conduct,TREMONT ST
3125,Warrant Arrests,TREMONT ST
2647,Other,TREMONT ST
3202,Property Found,NEW SUDBURY ST
614,Larceny From Motor Vehicle,E BROADWAY
802,Simple Assault,WOOLSON ST
3006,Medical Assistance,WOOLSON ST
802,Simple Assault,GIBSON ST
802,Simple Assault,MONPONSET ST
802,Simple Assault,H ST
802,Simple Assault,WESTFORD ST
619,Larceny,ALLSTATE RD
616,Larceny,CASSNET ST
802,Simple Assault,EDSON ST
1402,Vandalism,VOSE AVE
3125,Warrant Arrests,TREMONT ST
2405,Disorderly Conduct,TREMONT ST
802,Simple Assault,TREMONT ST
3201,Property Lost,CHAUNCY ST
3115,Investigate Person,N BEACON ST
1402,Vandalism,RIVER ST
614,Larceny From Motor Vehicle,PERKINS SQ
1102,Fraud,COMMONWEALTH AVE
3201,Property Lost,PINEHURST ST
802,Simple Assault,N BEACON ST
2647,Other,ACADEMY TER
615,Larceny From Motor Vehicle,W COTTAGE ST
3201,Property Lost,CITY SQ
2657,Other,AMERICAN LEGION HWY
3006,Medical Assistance,FOREST HILLS ST
3125,Warrant Arrests,HARRISON AVE
802,Simple Assault,PLAYSTEAD RD
3402,Service,COLUMBIA RD
3830,Motor Vehicle Accident Response,FRANKLIN PARK RD
3207,Property Found,TREMONT ST
3006,Medical Assistance,SAMUEL MORSE WAY
3006,Medical Assistance,DELL AVE
617,Larceny,THIRD AVE
520,Residential Burglary,VALE ST
1402,Vandalism,VALE ST
802,Simple Assault,SUMMER ST
413,Aggravated Assault,CORTES ST
2629,Harassment,POPLAR ST
802,Simple Assault,FANEUIL ST
801,Simple Assault,GREENOCK ST
613,Larceny,WASHINGTON ST
3115,Investigate Person,BIRD ST
3109,Police Service Incidents,SOUTHAMPTON ST
3301,Verbal Disputes,ROSSETER ST
3160,Fire Related Reports,WOODHAVEN ST
3201,Property Lost,BOYLSTON ST
3006,Medical Assistance,WASHINGTON ST
617,Larceny,WASHINGTON ST
522,Residential Burglary,CLEARWAY ST
617,Larceny,HANOVER ST
613,Larceny,BOYLSTON ST
802,Simple Assault,METROPOLITAN AVE
3208,Property Lost,HARRISON AVE
613,Larceny,BOYLSTON ST
3115,Investigate Person,RUGBY RD
3301,Verbal Disputes,HARRISON AVE
520,Residential Burglary,MAVERICK ST
3831,Motor Vehicle Accident Response,MEDFORD ST
3006,Medical Assistance,SCHUYLER ST
